index,buysell,durationtype,advisor,otheradvices,symbolname,success,advisor,niftysentiment
2076,1,2,167,True,IBULHSGFIN,True,167,1
2077,1,2,167,True,BAJFINANCE,False,167,1
2078,1,3,164,False,VBL,True,164,1
2079,1,2,167,True,KOTAKBANK,False,167,1
2080,1,2,169,True,PIDILITIND,False,169,2
2081,1,2,175,True,HINDALCO,True,175,1
2082,2,2,175,False,IRB,True,175,1
2083,2,3,157,False,TATAPOWER,True,157,1
2084,1,3,133,True,COLPAL,True,133,1
2085,1,1,73,True,JUSTDIAL,False,73,1
2086,1,3,121,False,HCC,False,121,1
2087,2,2,166,False,CEATLTD,False,166,1
2088,2,2,175,False,CAPF,False,175,1
2089,1,2,39,False,ARVIND,False,39,1
2090,1,2,39,False,LT,False,39,1
2091,2,3,147,True,KOTAKBANK,True,147,1
2092,2,3,182,True,KOTAKBANK,True,182,1
2093,1,2,128,True,APOLLOTYRE,True,128,1
2094,1,2,167,True,ICICIBANK,True,167,1
2095,1,2,175,True,HAVELLS,False,175,1
2096,2,2,128,False,DIVISLAB,False,128,1
2097,1,3,121,False,MANGLMCEM,False,121,1
2098,1,2,166,False,JUBLFOOD,True,166,1
2099,1,2,168,True,BATAINDIA,True,168,1
2100,1,2,175,True,NIITTECH,True,175,1
2101,1,2,167,True,PIDILITIND,False,167,2
2102,1,3,121,False,CAMLINFINE,False,121,1
2103,1,2,39,False,TATACHEM,False,39,1
2104,1,2,169,True,RELIANCE,True,169,1
2105,1,2,167,True,ESCORTS,True,167,1
2106,1,2,167,False,FCONSUMER,False,167,1
2107,2,2,168,False,TECHM,False,168,1
2108,1,3,133,True,SOBHA,True,133,1
2109,1,2,166,False,INFIBEAM,True,166,1
2110,1,2,169,True,L&TFH,True,169,1
2111,2,2,199,False,VGUARD,False,199,1
2112,1,2,128,True,DABUR,True,128,1
2113,1,2,39,True,ACC,False,39,2
2114,1,3,137,True,BAJFINANCE,True,137,1
2115,1,3,156,True,AUROPHARMA,True,156,2
2116,1,1,73,False,ADANIPORTS,False,73,1
2117,2,2,167,False,YESBANK,False,167,2
2118,1,2,236,True,PEL,True,236,1
2119,2,3,186,False,TVSMOTOR,True,186,1
2120,1,2,168,False,BEML,False,168,2
2121,1,2,167,True,JUBLFOOD,False,167,1
2122,1,3,148,True,AUROPHARMA,True,148,2
2123,2,2,168,False,REPCOHOME,True,168,1
2124,1,2,170,True,ULTRACEMCO,True,170,1
2125,1,3,182,True,ULTRACEMCO,True,182,1
2126,1,2,167,True,CANBK,False,167,2
2127,1,2,175,True,NESTLEIND,True,175,2
2128,1,3,174,False,HEG,True,174,1
2129,1,3,145,False,MCDOWELL-N,True,145,1
2130,1,2,166,True,AXISBANK,False,166,1
2131,1,2,198,False,PHILIPCARB,True,198,1
2132,1,2,167,False,PEL,False,167,1
2133,1,2,167,True,HEXAWARE,False,167,1
2134,1,3,144,True,AMBUJACEM,True,144,1
2135,2,3,142,False,PIDILITIND,True,142,1
2136,1,2,168,True,UJJIVAN,False,168,1
2137,2,2,167,False,OIL,False,167,1
2138,1,2,167,True,CANFINHOME,True,167,1
2139,1,2,261,False,RADICO,False,261,2
2140,1,2,270,False,HATSUN,True,270,2
2141,1,2,175,True,YESBANK,False,175,1
2142,1,2,197,True,CENTURYTEX,False,197,1
2143,1,2,169,True,TITAN,False,169,1
2144,2,3,159,True,JSWSTEEL,True,159,1
2145,1,2,175,False,BHARATFORG,True,175,1
2146,1,3,164,True,SHANKARA,True,164,1
2147,1,3,154,True,IOC,True,154,1
2148,1,2,167,False,HAVELLS,False,167,1
2149,2,3,138,True,HINDALCO,True,138,1
2150,1,2,167,True,BATAINDIA,False,167,1
2151,2,2,175,True,HINDALCO,True,175,2
2152,1,3,133,False,BOSCHLTD,True,133,1
2153,1,2,167,False,AUROPHARMA,True,167,1
2154,1,2,162,False,TATASPONGE,True,162,1
2155,1,2,39,False,DISHTV,True,39,1
2156,1,3,137,True,BANDHANBNK,True,137,1
2157,1,3,144,True,ACC,True,144,1
2158,1,2,175,True,M&M,False,175,1
2159,1,2,151,True,INFY,False,151,2
2160,1,2,39,True,SUNPHARMA,False,39,1
2161,1,2,168,True,M&M,False,168,2
2162,1,2,167,True,CENTURYTEX,True,167,1
2163,1,3,152,True,NAUKRI,True,152,1
2164,1,2,168,False,EICHERMOT,False,168,1
2165,1,2,175,False,PIDILITIND,True,175,1
2166,1,1,39,False,ADANIPORTS,False,39,1
2167,1,2,167,True,DMART,False,167,1
2168,1,3,165,False,DIVISLAB,True,165,1
2169,1,3,137,True,DRREDDY,True,137,2
2170,1,3,176,False,BODALCHEM,True,176,2
2171,1,1,73,True,JUSTDIAL,False,73,2
2172,1,3,127,True,CADILAHC,True,127,2
2173,2,3,207,False,MARUTI,True,207,1
2174,1,2,170,False,BERGEPAINT,True,170,1
2175,1,2,162,False,IBULHSGFIN,True,162,1
2176,1,2,215,False,SBIN,True,215,1
2177,2,2,166,False,AUROPHARMA,False,166,1
2178,2,2,166,False,AXISBANK,False,166,1
2179,1,2,167,True,BAJAJFINSV,True,167,1
2180,1,2,162,True,APOLLOTYRE,False,162,1
2181,1,3,121,True,HAVELLS,True,121,1
2182,1,2,168,True,KOTAKBANK,False,168,1
2183,2,3,152,False,TCS,True,152,1
2184,1,2,39,True,YESBANK,False,39,1
2185,1,2,167,True,ARVIND,False,167,1
2186,1,2,170,True,BAJAJELEC,True,170,1
2187,1,2,128,True,GAIL,True,128,1
2188,1,2,175,True,RELIANCE,True,175,1
2189,1,2,167,True,HAVELLS,False,167,1
2190,1,2,167,True,SBIN,False,167,1
2191,1,2,170,True,MARUTI,False,170,2
2192,1,2,170,False,APOLLOTYRE,False,170,2
2193,1,3,158,True,CGPOWER,True,158,1
2194,2,3,142,True,MINDTREE,True,142,1
2195,1,2,169,True,SBIN,False,169,1
2196,1,3,156,True,UBL,True,156,2
2197,1,3,161,True,ACC,True,161,1
2198,2,3,143,True,HINDPETRO,True,143,1
2199,1,2,39,True,LICHSGFIN,False,39,2
2200,2,2,167,False,SBIN,False,167,1
2201,2,3,127,True,HINDUNILVR,True,127,2
2202,1,2,215,False,IRB,False,215,1
2203,1,3,161,True,NAUKRI,True,161,2
2204,1,2,167,True,HDFC,True,167,1
2205,2,2,128,False,BEL,False,128,1
2206,1,3,157,False,SANOFI,True,157,1
2207,1,2,167,True,ICICIBANK,False,167,1
2208,1,2,39,False,CENTURYTEX,True,39,2
2209,1,2,167,False,MOTILALOFS,True,167,1
2210,1,2,162,True,SUNPHARMA,True,162,1
2211,1,2,219,True,HDFCBANK,False,219,1
2212,1,2,167,False,DABUR,True,167,1
2213,1,3,165,True,AUROPHARMA,True,165,1
2214,1,1,73,False,TINPLATE,True,73,1
2216,1,1,73,False,IGL,False,73,1
2217,1,2,170,False,ALKEM,False,170,1
2218,1,2,168,True,ACC,True,168,1
2219,1,1,73,False,SADBHAV,True,73,1
2220,1,2,167,True,NIITTECH,False,167,1
2221,1,3,164,False,ALKEM,True,164,1
2222,1,2,170,False,TORNTPHARM,False,170,2
2223,1,2,39,False,CANBK,True,39,1
2224,1,3,142,True,NAUKRI,True,142,2
2225,1,2,168,False,MARICO,False,168,1
2226,1,3,158,False,IRB,True,158,1
2227,1,2,219,False,BHARATFIN,False,219,1
2228,1,3,133,False,VGUARD,True,133,1
2229,1,2,175,False,VEDL,False,175,1
2230,1,2,175,True,COLPAL,False,175,1
2231,1,2,175,False,BERGEPAINT,False,175,1
2232,1,2,168,False,PVR,True,168,1
2233,1,3,187,True,PVR,True,187,1
2234,1,2,167,False,CEATLTD,False,167,1
2235,1,3,196,False,ASTRAL,True,196,1
2236,1,2,167,True,HCLTECH,False,167,1
2237,2,2,175,True,INFRATEL,False,175,1
2238,1,3,142,True,DABUR,True,142,1
2239,1,2,39,False,PFC,False,39,1
2240,1,3,144,False,EQUITAS,True,144,1
2241,1,2,39,True,SBIN,True,39,1
2242,1,2,151,True,HINDUNILVR,False,151,1
2243,2,3,158,False,PERSISTENT,True,158,2
2244,1,2,214,True,M&M,False,214,1
2245,2,3,140,False,BAJAJFINSV,True,140,1
2246,1,2,151,False,HINDALCO,False,151,1
2247,1,2,39,True,YESBANK,False,39,1
2248,1,3,185,True,BATAINDIA,True,185,1
2249,1,3,134,False,MGL,True,134,1
2250,1,2,162,True,ESCORTS,True,162,1
2251,1,2,167,True,BAJFINANCE,False,167,2
2252,1,2,219,True,JUBLFOOD,False,219,1
2253,1,2,168,False,ORIENTBANK,False,168,1
2254,1,2,228,True,HINDUNILVR,False,228,1
2255,1,2,167,True,TCS,False,167,2
2256,1,3,138,False,LTTS,True,138,1
2257,1,3,121,True,PERSISTENT,True,121,2
2258,1,3,121,False,GDL,False,121,1
2259,2,2,168,False,CGPOWER,True,168,1
2260,1,2,168,True,VOLTAS,False,168,2
2261,1,3,121,False,HEROMOTOCO,False,121,1
2262,1,2,128,True,KPIT,False,128,1
2263,1,3,176,False,ENGINERSIN,True,176,1
2264,1,2,167,False,HAVELLS,False,167,1
2265,2,2,175,True,IBULHSGFIN,False,175,1
2266,1,2,170,False,TITAN,False,170,2
2267,1,2,168,False,KSCL,True,168,1
2268,1,2,167,True,ITC,False,167,1
2269,1,2,168,True,REPCOHOME,True,168,1
2270,2,1,175,True,SRTRANSFIN,True,175,1
2271,2,2,168,False,COALINDIA,False,168,1
2272,1,2,39,False,APOLLOTYRE,False,39,1
2273,1,3,228,True,AUROPHARMA,False,228,2
2274,2,3,161,False,BANKBARODA,True,161,1
2275,1,2,175,False,ACC,True,175,1
2276,1,2,168,True,TVSMOTOR,False,168,2
2277,1,2,175,True,VEDL,False,175,2
2278,1,3,157,True,DRREDDY,True,157,1
2279,1,2,39,True,DMART,False,39,1
2280,1,3,145,False,GODREJCP,True,145,1
2281,1,2,215,True,M&M,False,215,2
2282,2,3,142,True,BANKINDIA,True,142,1
2283,2,2,168,False,DALMIABHA,True,168,1
2284,1,2,167,True,AUROPHARMA,False,167,2
2285,1,2,151,True,DIVISLAB,True,151,1
2286,1,2,167,True,AUROPHARMA,False,167,2
2287,1,2,168,True,SBIN,True,168,1
2288,1,3,187,False,SHREECEM,True,187,1
2289,2,2,167,False,INDIANB,False,167,1
2290,1,2,175,True,TITAN,False,175,1
2291,1,3,132,True,ULTRACEMCO,True,132,1
2292,1,2,199,False,SUVEN,True,199,1
2293,2,3,157,False,BAJFINANCE,True,157,1
2294,2,3,188,False,MOTILALOFS,True,188,1
2295,1,2,226,True,DRREDDY,False,226,1
2296,1,2,199,True,TITAN,True,199,1
2297,1,2,39,True,GODREJCP,False,39,1
2298,1,1,73,True,CAPF,True,73,1
2299,1,2,128,True,COLPAL,False,128,2
2300,1,2,167,True,DRREDDY,False,167,2
2301,2,3,158,False,GODREJCP,True,158,2
2302,2,3,157,True,VOLTAS,True,157,2
2303,2,2,175,False,JETAIRWAYS,False,175,1
2304,1,3,148,True,SUNPHARMA,True,148,1
2305,1,3,143,True,NESTLEIND,True,143,1
2306,2,3,142,True,KOTAKBANK,True,142,2
2307,1,2,39,True,MOTHERSUMI,False,39,2
2308,1,3,178,False,VINATIORGA,True,178,1
2309,1,2,168,False,ESCORTS,True,168,1
2310,1,2,151,False,BHARATFORG,False,151,1
2311,1,2,231,True,TITAN,True,231,1
2312,1,2,175,True,BRITANNIA,False,175,1
2313,1,2,175,True,CANFINHOME,False,175,2
2314,1,2,175,True,ARVIND,False,175,1
2315,1,3,165,False,MARICO,True,165,1
2316,1,2,170,True,TATAELXSI,False,170,2
2317,1,3,121,True,GODREJCP,True,121,1
2318,2,3,155,False,PFIZER,True,155,1
2319,2,2,175,True,TATAMOTORS,True,175,2
2320,2,3,142,True,EICHERMOT,True,142,2
2321,1,2,167,False,APOLLOHOSP,False,167,2
2322,1,2,168,True,BATAINDIA,False,168,1
2323,2,2,175,False,DISHTV,True,175,1
2324,1,3,158,True,DRREDDY,True,158,1
2325,1,2,175,True,RELIANCE,True,175,1
2326,1,3,158,True,HAVELLS,True,158,1
2327,1,2,151,False,LT,False,151,2
2328,1,2,167,True,IGL,True,167,2
2329,1,3,144,False,MAHINDCIE,True,144,1
2330,1,2,167,True,GLENMARK,False,167,0
2331,1,3,181,True,TATAMOTORS,True,181,2
2332,1,2,166,True,AXISBANK,False,166,1
2333,2,3,207,False,MINDAIND,True,207,1
2334,2,3,158,False,DMART,True,158,2
2335,2,2,166,False,CENTURYTEX,True,166,1
2336,1,2,151,True,RBLBANK,False,151,2
2337,1,2,128,True,HINDZINC,False,128,1
2338,2,2,168,True,TVSMOTOR,True,168,1
2339,1,3,143,True,L&TFH,True,143,1
2340,1,2,39,True,VOLTAS,False,39,2
2341,2,2,170,True,TVSMOTOR,True,170,1
2342,1,3,121,False,ZEEL,False,121,2
2343,1,3,132,False,TBZ,True,132,1
2344,2,2,168,False,ULTRACEMCO,True,168,1
2345,1,2,167,True,BPCL,False,167,2
2346,1,2,175,False,HAVELLS,True,175,1
2347,1,3,157,False,TATAPOWER,True,157,1
2348,1,2,175,True,AUROPHARMA,False,175,1
2349,1,2,168,True,ITC,False,168,1
2350,1,2,205,False,SUNDRMFAST,False,205,1
2351,2,3,144,False,COROMANDEL,True,144,2
2352,1,2,266,False,BANKINDIA,True,266,1
2353,2,3,134,True,MARICO,True,134,1
2354,2,2,168,False,SUNTV,False,168,1
2355,1,2,170,True,ITC,False,170,1
2356,1,2,168,False,BHARTIARTL,False,168,2
2357,2,3,174,False,HDFCLIFE,True,174,1
2358,2,3,188,False,TATACHEM,True,188,1
2359,1,2,169,True,BATAINDIA,False,169,1
2360,1,2,167,True,HINDUNILVR,False,167,2
2361,2,2,175,False,SYNDIBANK,True,175,2
2362,1,2,168,True,HCLTECH,False,168,1
2363,1,2,170,True,ITC,False,170,1
2364,1,2,175,True,TORNTPHARM,False,175,1
2365,1,3,182,True,BAJFINANCE,True,182,2
2366,1,2,166,True,NESTLEIND,True,166,1
2367,1,2,167,True,NIITTECH,False,167,1
2368,1,3,121,False,MAGMA,False,121,1
2369,1,2,170,True,BANKBARODA,False,170,2
2370,1,2,167,True,JINDALSTEL,False,167,1
2371,1,2,151,True,RELIANCE,False,151,1
2372,1,2,168,False,RELINFRA,True,168,2
2373,1,2,175,True,NESTLEIND,False,175,1
2374,1,2,168,True,AUROPHARMA,True,168,1
2375,1,3,152,True,GODREJCP,True,152,1
2376,1,2,175,True,PEL,True,175,1
2377,1,2,208,True,AARTIIND,False,208,1
2378,1,2,167,True,NIITTECH,False,167,1
2379,2,3,186,False,EICHERMOT,True,186,2
2380,1,3,121,False,SANGHIIND,False,121,1
2381,2,3,161,False,JUSTDIAL,True,161,1
2382,1,2,168,True,HINDZINC,False,168,1
2383,1,2,175,False,IBULHSGFIN,True,175,1
2384,1,2,167,False,CAPF,False,167,2
2385,1,3,161,True,RELIANCE,True,161,1
2386,1,2,175,False,KOTAKBANK,True,175,1
2387,1,2,167,True,NIITTECH,False,167,1
2388,1,2,190,True,GRASIM,True,190,1
2389,1,2,205,True,KANSAINER,False,205,2
2390,1,2,167,False,ICICIPRULI,False,167,2
2391,2,2,175,False,BEML,False,175,1
2392,1,2,163,False,GODREJCP,False,163,1
2393,1,2,168,True,M&M,True,168,1
2394,2,2,167,False,INDIGO,False,167,1
2395,1,2,170,False,ITC,False,170,2
2396,1,2,167,False,SUNTV,False,167,1
2397,1,2,167,False,MARUTI,False,167,1
2398,1,2,168,True,SBIN,False,168,2
2399,2,3,174,False,KOTAKBANK,True,174,1
2400,1,2,170,True,TCS,False,170,2
2401,2,2,167,True,RELCAPITAL,True,167,1
2402,1,2,208,True,HDFCLIFE,False,208,2
2403,2,2,167,False,SREINFRA,True,167,1
2404,2,3,158,False,HDFCLIFE,True,158,1
2405,1,2,208,True,M&M,True,208,1
2406,2,2,175,False,TATAMOTORS,False,175,2
2407,1,2,39,True,GODREJCP,False,39,1
2408,1,2,131,False,HCC,True,131,1
2409,1,3,156,False,DCMSHRIRAM,True,156,1
2410,2,2,175,False,SRTRANSFIN,False,175,1
2411,1,3,152,True,SRF,True,152,1
2412,2,3,158,False,AUBANK,True,158,1
2413,1,2,168,True,REPCOHOME,False,168,2
2414,1,2,216,True,DIVISLAB,True,216,1
2415,1,2,39,False,TATACHEM,True,39,2
2416,1,2,167,True,ICICIBANK,False,167,2
2417,1,2,167,True,BERGEPAINT,True,167,1
2418,1,2,169,True,NIITTECH,False,169,1
2419,2,2,168,True,JUSTDIAL,False,168,2
2420,1,3,156,True,GODREJCP,True,156,1
2421,1,2,162,True,BATAINDIA,False,162,1
2422,1,3,133,True,SUNPHARMA,True,133,1
2423,1,2,197,True,KANSAINER,False,197,1
2424,1,2,168,True,BERGEPAINT,True,168,1
2425,2,3,134,False,NIITTECH,True,134,1
2426,1,2,169,True,ITC,False,169,1
2427,1,2,175,True,HINDUNILVR,False,175,1
2428,2,3,134,False,BAJAJ-AUTO,True,134,1
2429,1,3,140,True,JUBLFOOD,True,140,1
2430,1,2,170,False,BAJAJFINSV,True,170,1
2431,2,3,145,True,RBLBANK,True,145,1
2432,1,2,205,True,AXISBANK,False,205,1
2433,1,2,168,True,TORNTPOWER,True,168,1
2434,1,2,168,True,RBLBANK,False,168,2
2435,1,2,167,False,ICICIBANK,False,167,1
2436,2,3,157,False,GLAXO,True,157,1
2437,1,2,166,True,DIVISLAB,False,166,1
2438,1,2,168,True,JINDALSTEL,False,168,1
2439,2,3,134,True,HEROMOTOCO,True,134,1
2440,1,2,175,False,DIVISLAB,False,175,2
2441,2,2,175,True,MCX,False,175,1
2442,2,2,168,True,MOTHERSUMI,True,168,1
2443,1,2,175,True,BHEL,True,175,2
2444,1,2,169,False,ALBK,False,169,2
2445,1,2,73,True,BAJFINANCE,True,73,1
2446,1,2,170,True,EMAMILTD,True,170,2
2447,2,2,167,False,BHARATFORG,False,167,1
2448,1,3,176,True,AUROPHARMA,True,176,1
2449,1,3,121,True,JUBLFOOD,True,121,1
2450,1,2,166,True,AXISBANK,False,166,1
2451,2,3,134,False,BERGEPAINT,True,134,2
2452,2,2,170,False,VGUARD,True,170,1
2453,2,2,175,False,JETAIRWAYS,True,175,1
2454,2,3,138,False,JSWENERGY,True,138,1
2455,1,2,39,True,EMAMILTD,True,39,2
2456,2,2,219,False,EICHERMOT,False,219,2
2457,1,2,166,False,DHFL,False,166,2
2458,1,2,168,True,TORNTPHARM,True,168,2
2459,2,2,168,True,TATAELXSI,True,168,1
2460,1,2,151,True,HDFCLIFE,False,151,1
2461,2,2,167,False,KOTAKBANK,False,167,2
2462,1,2,208,True,CENTURYTEX,False,208,2
2463,1,2,175,False,AJANTPHARM,True,175,1
2464,1,3,161,True,JUBLFOOD,True,161,1
2465,1,2,223,True,BERGEPAINT,False,223,1
2466,2,2,175,True,IBULHSGFIN,True,175,2
2467,1,3,121,True,MARUTI,False,121,1
2468,1,2,168,False,EICHERMOT,False,168,1
2469,1,2,170,True,TATASTEEL,False,170,1
2470,2,2,168,False,EQUITAS,False,168,1
2471,1,3,144,True,TECHM,True,144,1
2472,1,2,170,False,ABBOTINDIA,False,170,1
2473,2,3,161,False,KOTAKBANK,True,161,1
2474,2,2,168,True,MINDTREE,True,168,1
2475,1,2,167,True,VIPIND,False,167,2
2476,1,3,148,True,SONATSOFTW,True,148,1
2477,1,2,231,True,AXISBANK,True,231,1
2478,1,3,137,True,HCLTECH,True,137,1
2479,1,3,140,True,DABUR,True,140,1
2480,2,3,158,False,PEL,True,158,1
2481,2,3,145,False,CANBK,True,145,1
2482,2,3,134,True,ASIANPAINT,True,134,1
2483,1,3,121,True,TATAMOTORS,False,121,1
2484,2,2,170,False,CENTURYTEX,False,170,1
2485,2,3,134,False,KPIT,True,134,1
2486,2,3,138,True,HEROMOTOCO,True,138,1
2487,2,3,188,False,ARVIND,True,188,1
2488,1,2,175,False,BERGEPAINT,False,175,1
2489,1,2,219,False,VENKEYS,True,219,2
2490,1,2,169,True,HDFCBANK,False,169,1
2491,1,2,39,True,ACC,False,39,1
2492,1,2,167,False,GSFC,False,167,1
2493,1,2,167,True,ITC,False,167,1
2494,1,3,161,True,ITC,True,161,1
2495,2,3,145,True,MARICO,True,145,1
2496,1,2,167,True,TCS,False,167,1
2497,2,3,174,True,KOTAKBANK,True,174,1
2498,1,2,168,False,OIL,False,168,1
2499,1,3,180,True,INFY,True,180,2
2500,2,2,168,False,INFY,False,168,2
2501,1,3,156,False,VINATIORGA,True,156,1
2502,1,2,205,True,INFY,False,205,1
2503,1,2,151,True,INFY,True,151,1
2504,1,3,187,True,TECHM,True,187,1
2505,1,3,121,True,CUMMINSIND,True,121,1
2506,1,3,157,False,INFY,True,157,1
2507,1,3,121,False,INFY,True,121,1
2508,1,1,73,False,INFY,True,73,1
2509,2,2,151,False,INFY,False,151,2
2510,1,3,158,True,INFY,True,158,1
2511,1,3,143,True,INFY,True,143,1
2512,1,3,144,True,INFY,True,144,1
2513,1,3,133,True,INFY,True,133,1
2514,2,3,138,False,BHEL,True,138,1
2515,2,3,146,True,TATAMOTORS,True,146,1
2516,1,2,170,False,GREAVESCOT,False,170,1
2517,1,2,162,False,INDUSINDBK,False,162,1
2518,2,3,142,True,HEXAWARE,True,142,1
2519,1,2,175,True,BEL,True,175,2
2520,1,2,175,True,TCS,False,175,1
2521,1,2,39,True,AMBUJACEM,False,39,1
2522,1,3,152,True,NAUKRI,True,152,1
2523,1,3,161,True,AXISBANK,True,161,1
2524,1,3,188,False,HATHWAY,True,188,1
2525,1,3,144,False,SPICEJET,True,144,1
2526,2,3,134,False,MOTHERSUMI,True,134,1
2527,1,2,170,True,TITAN,True,170,1
2528,1,3,121,False,KOTAKBANK,False,121,1
2529,1,3,140,False,IPCALAB,True,140,2
2530,2,2,175,True,MCX,False,175,1
2531,1,2,168,True,AMBUJACEM,False,168,1
2532,1,3,121,False,SRTRANSFIN,False,121,1
2533,1,2,168,True,DRREDDY,False,168,2
2534,1,2,39,False,SIEMENS,True,39,1
2535,1,2,169,True,HCLTECH,True,169,1
2536,2,2,167,False,BALKRISIND,False,167,1
2537,2,3,141,True,VOLTAS,True,141,2
2538,1,2,168,True,ZEEL,True,168,1
2539,2,2,167,True,MINDTREE,False,167,2
2540,1,3,159,False,SHOPERSTOP,True,159,1
2541,1,2,175,True,AUROPHARMA,False,175,2
2542,1,2,39,True,AUROPHARMA,True,39,1
2543,2,3,182,False,THERMAX,True,182,1
2544,1,2,175,False,INFY,False,175,1
2545,1,2,169,False,VEDL,False,169,1
2546,2,3,144,True,KOTAKBANK,True,144,1
2547,2,2,168,True,ULTRACEMCO,False,168,1
2548,1,2,151,True,TCS,True,151,1
2549,1,3,133,False,SHOPERSTOP,True,133,1
2550,2,2,168,True,CESC,True,168,1
2551,1,2,170,True,L&TFH,False,170,1
2552,1,2,167,False,L&TFH,False,167,1
2553,1,3,121,True,NCC,False,121,1
2554,2,2,175,False,ICICIPRULI,True,175,2
2555,2,2,167,False,VEDL,False,167,2
2556,1,3,165,True,ASHOKLEY,True,165,2
2557,1,2,168,True,PFC,False,168,1
2558,1,3,157,False,PAGEIND,True,157,1
2559,1,3,159,True,KAJARIACER,True,159,1
2560,1,3,174,False,SHOPERSTOP,True,174,1
2561,2,2,167,True,RELCAPITAL,True,167,1
2562,1,2,168,False,BATAINDIA,False,168,2
2563,2,3,187,False,ASTRAL,True,187,2
2564,2,2,167,True,RELCAPITAL,True,167,1
2565,1,2,162,True,BPCL,False,162,1
2566,1,2,162,True,TATAMOTORS,False,162,1
2567,2,2,167,False,TATASTEEL,True,167,1
2568,2,2,167,False,BANKINDIA,False,167,1
2569,1,3,174,False,SHOPERSTOP,True,174,1
2570,1,2,175,True,AUROPHARMA,True,175,2
2571,1,2,39,False,ZEEL,False,39,0
2572,2,2,151,False,HEROMOTOCO,True,151,2
2573,1,2,170,False,HINDZINC,False,170,1
2574,1,2,175,True,ACC,False,175,2
2575,2,3,138,True,BPCL,True,138,2
2576,2,2,175,True,CAPF,False,175,1
2577,2,2,175,False,PVR,False,175,2
2578,1,2,39,False,ITC,False,39,1
2579,1,2,175,False,M&M,True,175,1
2580,1,2,39,False,TECHIN,False,39,2
2581,1,3,164,True,SHANKARA,True,164,1
2582,1,2,197,False,BBTC,True,197,1
2583,2,3,145,False,HEROMOTOCO,True,145,2
2584,2,2,175,False,LICHSGFIN,True,175,1
2585,1,2,167,True,RELIANCE,False,167,1
2586,1,2,162,True,AUROPHARMA,True,162,2
2587,1,2,128,False,HINDALCO,False,128,2
2588,1,2,205,False,INTELLECT,False,205,1
2589,2,3,158,True,MINDTREE,True,158,1
2590,1,2,128,False,CADILAHC,True,128,1
2591,1,2,151,True,JSWSTEEL,False,151,1
2592,1,2,39,False,BHARATFORG,True,39,1
2593,2,2,175,True,INFRATEL,True,175,1
2594,2,2,175,False,BAJAJ-AUTO,False,175,1
2595,1,3,121,False,SHRIRAMCIT,False,121,1
2596,1,3,121,True,ENGINERSIN,False,121,2
2597,2,3,137,True,HINDPETRO,True,137,2
2598,2,2,168,False,DHFL,False,168,2
2599,1,2,167,True,AXISBANK,False,167,1
2600,1,2,168,False,TATACHEM,True,168,1
2601,1,3,156,True,ESSELPACK,True,156,1
2602,1,3,188,True,SRF,True,188,1
2603,1,2,128,False,IGL,False,128,1
2604,1,2,169,True,BAJFINANCE,False,169,2
2605,1,3,141,False,TATACHEM,True,141,1
2606,1,2,128,False,SIEMENS,False,128,2
2607,1,2,166,False,NIITTECH,False,166,1
2608,1,3,218,True,SRF,True,218,1
2609,1,3,157,True,PNB,True,157,1
2610,1,3,134,False,HINDZINC,True,134,1
2611,1,2,151,True,RBLBANK,False,151,2
2612,1,2,168,True,MCDOWELL-N,True,168,1
2613,1,2,39,True,RELINFRA,False,39,1
2614,1,2,128,True,VEDL,False,128,1
2615,1,2,168,True,LUPIN,False,168,1
2616,1,2,175,True,JSWSTEEL,False,175,2
2617,1,3,176,True,HAVELLS,True,176,1
2618,1,3,176,False,CENTURYPLY,True,176,1
2619,1,2,175,False,HCLTECH,False,175,2
2620,2,3,155,False,IFBIND,True,155,1
2621,2,3,154,False,HDFCBANK,True,154,1
2622,1,3,178,False,VGUARD,True,178,1
2623,2,2,167,True,IBULHSGFIN,True,167,1
2624,1,1,73,False,RELCAPITAL,False,73,1
2625,1,2,167,True,NATIONALUM,True,167,1
2626,2,2,167,True,HDFC,True,167,2
2627,1,1,73,False,GLENMARK,True,73,1
2628,1,2,167,True,BAJFINANCE,False,167,1
2629,1,2,175,True,TCS,True,175,1
2630,2,3,133,True,MINDTREE,True,133,1
2631,1,2,199,True,JUSTDIAL,False,199,2
2632,1,2,197,True,TATAMOTORS,False,197,1
2633,1,2,205,False,UBL,False,205,1
2634,1,2,167,False,SIMPLEXINF,False,167,1
2635,1,2,175,True,DIVISLAB,False,175,1
2636,1,2,151,False,ITC,False,151,2
2637,1,3,267,False,IBULHSGFIN,True,267,1
2638,2,3,137,True,BPCL,True,137,2
2639,1,3,121,False,COCHINSHIP,False,121,1
2640,1,3,196,True,HAVELLS,True,196,2
2641,1,3,134,False,GREAVESCOT,True,134,1
2642,1,2,167,True,KPIT,False,167,1
2643,1,2,175,False,CIPLA,False,175,1
2644,1,1,73,False,SOBHA,False,73,1
2645,2,3,140,True,VOLTAS,True,140,2
2646,2,2,168,False,PIDILITIND,True,168,1
2647,2,2,168,False,ASHOKLEY,True,168,1
2648,1,2,168,True,LT,False,168,1
2649,1,3,152,True,HAVELLS,True,152,2
2650,2,2,167,False,BATAINDIA,False,167,2
2651,2,2,168,False,SYNDIBANK,False,168,1
2652,1,2,151,False,TVSMOTOR,False,151,1
2653,1,2,167,True,AUROPHARMA,False,167,1
2654,1,2,162,True,TATAMOTORS,False,162,1
2655,1,3,121,False,AHLUCONT,False,121,1
